candidate_id,application_id,requisition_id,client_account_id,recruiter_id,job_title,job_family,location_city,location_state,work_arrangement,contract_type,years_experience,application_source,pay_rate_prior,pay_rate_offered,application_date,interview_date,offer_date,offer_response_date,expected_start_date,actual_start_date,offer_extended,offer_accepted,final_disposition,disposition_date,notice_period_days,research_split
CAND-01741,APP-01802,REQ-00062,CLI-011,REC-012,Office Coordinator,Administrative/Professional,Houston,TX,hybrid,W2 Contract,2.8,recruiter_sourced,15.94,16.27,2025-06-13,2025-06-16,2025-06-21,2025-06-25,2025-07-16,,True,True,accepted_no_show,2025-07-16,0,held_out_test
CAND-01742,APP-01803,REQ-00175,CLI-011,REC-003,HR Coordinator,Administrative/Professional,Cincinnati,OH,remote,W2 Contract,1.5,recruiter_sourced,,16.88,2025-06-03,2025-06-09,2025-06-12,2025-06-13,2025-06-30,2025-06-30,True,True,joined_on_time,2025-06-30,16,hypothesis_generation
CAND-01743,APP-01804,REQ-00050,CLI-003,REC-006,Staff Accountant,Finance/Accounting,Nashville,TN,hybrid,W2 Contract,5.1,recruiter_sourced,25.58,30.42,2024-08-10,2024-08-23,2024-09-07,2024-09-11,2024-09-29,2024-09-29,True,True,joined_on_time,2024-09-29,17,discovery
CAND-01744,APP-01805,REQ-00048,CLI-008,REC-010,QA Tester,IT/Technology,Phoenix,AZ,hybrid,Contract-to-Hire,5.4,job_board,,39.2,2024-11-18,2024-12-04,2024-12-21,2024-12-22,2025-01-10,,True,True,withdrew_post_acceptance,2025-01-05,10,held_out_test
CAND-01745,APP-01806,REQ-00037,CLI-003,REC-006,AR Specialist,Finance/Accounting,Jacksonville,FL,hybrid,Contract-to-Hire,8.1,recruiter_sourced,36.6,39.69,2024-08-11,2024-08-23,2024-09-08,2024-09-14,2024-09-18,2024-09-18,True,True,joined_on_time,2024-09-18,10,discovery
CAND-01746,APP-01807,REQ-00157,CLI-006,REC-012,Receptionist,Administrative/Professional,Dallas,TX,hybrid,1099,4.2,referral,16.45,17.6,2024-07-03,2024-07-13,2024-07-28,2024-07-30,2024-08-12,,True,True,rejected_by_client,2024-08-01,13,held_out_test
CAND-01747,APP-01808,REQ-00032,CLI-005,REC-007,Forklift Operator,Light Industrial,Columbus,OH,onsite,Contract-to-Hire,6.2,job_board,16.18,18.21,2025-04-17,2025-04-22,2025-04-28,2025-04-30,2025-05-18,,True,True,rejected_by_client,2025-05-12,0,discovery
CAND-01748,APP-01809,REQ-00191,CLI-008,REC-016,Data Analyst,IT/Technology,St. Louis,MO,hybrid,Direct Hire,5.9,job_board,35.12,33.67,2024-09-20,2024-10-05,2024-10-11,2024-10-16,2024-10-26,2024-10-25,True,True,joined_on_time,2024-10-25,11,discovery
CAND-01749,APP-01810,REQ-00168,CLI-004,REC-018,Business Systems Analyst,IT/Technology,Houston,TX,remote,1099,11.4,reapply,37.75,38.53,2025-04-01,2025-04-08,2025-04-24,2025-04-27,2025-05-09,2025-05-09,True,True,joined_on_time,2025-05-09,11,discovery
CAND-01750,APP-01811,REQ-00210,CLI-008,REC-013,QA Tester,IT/Technology,Indianapolis,IN,hybrid,Direct Hire,6.5,referral,37.9,39.8,2025-01-22,2025-02-04,2025-02-11,2025-02-12,2025-03-11,2025-04-04,True,True,joined_late,2025-04-04,6,discovery
CAND-01751,APP-01812,REQ-00034,CLI-011,REC-006,Machine Operator,Light Industrial,Raleigh,NC,onsite,W2 Contract,4.8,job_board,16.37,15.73,2024-08-07,2024-08-26,2024-09-07,2024-09-10,2024-09-28,,True,False,declined_offer,2024-09-10,0,discovery
CAND-01752,APP-01813,REQ-00216,CLI-003,REC-003,Bookkeeper,Finance/Accounting,St. Louis,MO,hybrid,Contract-to-Hire,1.0,recruiter_sourced,39.9,41.09,2024-12-31,2025-01-14,2025-01-25,2025-01-29,2025-02-06,,True,True,withdrew_post_acceptance,2025-02-03,14,discovery
CAND-01753,APP-01814,REQ-00005,CLI-002,REC-008,Certified Nursing Assistant,Healthcare,Columbus,OH,onsite,W2 Contract,2.6,referral,42.08,41.06,2025-01-15,2025-01-22,2025-02-02,2025-02-05,2025-02-28,,True,False,declined_offer,2025-02-05,6,hypothesis_generation
CAND-01754,APP-01815,REQ-00154,CLI-010,REC-003,Office Coordinator,Administrative/Professional,Phoenix,AZ,hybrid,W2 Contract,3.3,job_board,17.26,18.56,2025-03-31,2025-04-21,2025-05-07,2025-05-08,2025-05-25,2025-05-25,True,True,joined_on_time,2025-05-25,16,hypothesis_generation
CAND-01755,APP-01816,REQ-00002,CLI-002,REC-004,Medical Coder,Healthcare,Austin,TX,onsite,W2 Contract,6.4,recruiter_sourced,25.37,25.88,2025-06-08,2025-06-28,2025-06-30,2025-07-01,2025-07-16,2025-07-15,True,True,joined_on_time,2025-07-15,9,discovery
CAND-01756,APP-01817,REQ-00059,CLI-002,REC-002,Certified Nursing Assistant,Healthcare,Chicago,IL,remote,Direct Hire,2.5,referral,38.89,44.07,2024-10-09,2024-10-28,2024-11-04,2024-11-07,2024-11-15,2024-11-16,True,True,joined_on_time,2024-11-16,0,discovery
CAND-01757,APP-01818,REQ-00094,CLI-001,REC-015,Forklift Operator,Light Industrial,Orlando,FL,remote,W2 Contract,3.8,recruiter_sourced,17.38,20.82,2024-05-25,2024-05-28,2024-06-08,2024-06-14,2024-07-05,2024-07-05,True,True,joined_on_time,2024-07-05,14,held_out_test
CAND-01758,APP-01819,REQ-00160,CLI-005,REC-007,Civil Engineer,Engineering,Tucson,AZ,onsite,Contract-to-Hire,12.9,referral,44.85,46.71,2024-12-01,2024-12-10,2024-12-22,2024-12-27,2025-01-08,2025-01-26,True,True,joined_late,2025-01-26,10,hypothesis_generation
CAND-01759,APP-01820,REQ-00001,CLI-004,REC-006,Software Engineer,IT/Technology,Atlanta,GA,remote,W2 Contract,2.0,job_board,52.06,58.61,2024-04-22,2024-04-28,2024-05-11,2024-05-14,2024-06-11,,True,False,declined_offer,2024-05-14,22,held_out_test
CAND-01760,APP-01821,REQ-00197,CLI-004,REC-007,Systems Administrator,IT/Technology,Kansas City,MO,remote,W2 Contract,9.7,job_board,35.14,36.05,2025-07-09,2025-07-24,2025-07-31,2025-08-04,2025-09-04,,True,True,withdrew_post_acceptance,2025-08-17,12,held_out_test
CAND-01761,APP-01822,REQ-00216,CLI-003,REC-009,Bookkeeper,Finance/Accounting,St. Louis,MO,hybrid,Contract-to-Hire,4.4,job_board,34.25,34.5,2025-01-22,2025-02-02,2025-02-16,2025-02-21,2025-03-23,2025-03-23,True,True,joined_on_time,2025-03-23,16,discovery
CAND-01762,APP-01823,REQ-00021,CLI-009,REC-001,Manufacturing Engineer,Engineering,Columbus,OH,hybrid,Direct Hire,1.9,referral,41.12,39.82,2025-07-14,2025-07-18,2025-07-23,2025-07-23,2025-08-19,2025-08-20,True,True,joined_on_time,2025-08-20,12,held_out_test
CAND-01763,APP-01824,REQ-00172,CLI-001,REC-006,Shipping/Receiving Clerk,Light Industrial,Houston,TX,onsite,Contract-to-Hire,8.4,career_site,19.2,22.18,2024-12-14,2024-12-27,2025-01-03,2025-01-03,2025-02-04,,True,True,withdrew_post_acceptance,2025-01-09,29,hypothesis_generation
CAND-01764,APP-01825,REQ-00030,CLI-006,REC-018,Administrative Assistant,Administrative/Professional,Indianapolis,IN,hybrid,Direct Hire,1.8,job_board,18.03,19.67,2024-08-30,2024-09-10,2024-09-28,2024-10-04,2024-10-24,,True,True,rejected_by_client,2024-10-14,0,hypothesis_generation
CAND-01765,APP-01826,REQ-00065,CLI-003,REC-015,Bookkeeper,Finance/Accounting,Indianapolis,IN,hybrid,Direct Hire,10.0,recruiter_sourced,,31.73,2024-07-28,2024-08-15,2024-08-27,2024-09-01,2024-09-28,2024-09-29,True,True,joined_on_time,2024-09-29,29,discovery
CAND-01766,APP-01827,REQ-00220,CLI-008,REC-013,Network Administrator,IT/Technology,Philadelphia,PA,hybrid,Contract-to-Hire,2.0,job_board,37.11,41.69,2024-12-18,2025-01-04,2025-01-20,2025-01-25,2025-02-16,,True,False,declined_offer,2025-01-25,16,discovery
CAND-01767,APP-01828,REQ-00117,CLI-004,REC-004,Data Analyst,IT/Technology,Tucson,AZ,remote,Contract-to-Hire,5.0,job_board,50.62,56.96,2024-04-03,2024-04-20,2024-04-24,2024-04-27,2024-05-04,2024-05-04,True,True,joined_on_time,2024-05-04,15,discovery
CAND-01768,APP-01829,REQ-00119,CLI-009,REC-007,Manufacturing Engineer,Engineering,Kansas City,MO,onsite,Direct Hire,4.2,reapply,34.94,41.73,2025-02-04,2025-02-13,2025-02-28,2025-03-03,2025-04-03,2025-04-11,True,True,joined_late,2025-04-11,13,discovery
CAND-01769,APP-01830,REQ-00069,CLI-010,REC-015,Executive Assistant,Administrative/Professional,Chicago,IL,hybrid,W2 Contract,2.2,referral,15.08,16.77,2024-07-13,2024-07-22,2024-08-09,2024-08-13,2024-08-29,,True,True,withdrew_post_acceptance,2024-08-27,6,held_out_test
CAND-01770,APP-01831,REQ-00019,CLI-011,REC-015,Shipping/Receiving Clerk,Light Industrial,Columbus,OH,onsite,Contract-to-Hire,8.8,recruiter_sourced,13.32,14.57,2024-10-10,2024-10-28,2024-11-01,2024-11-03,2024-11-21,2024-11-22,True,True,joined_on_time,2024-11-22,3,discovery
CAND-01771,APP-01832,REQ-00017,CLI-011,REC-018,General Laborer,Light Industrial,Columbus,OH,onsite,W2 Contract,8.6,career_site,,20.44,2025-04-24,2025-05-15,2025-05-22,2025-05-28,2025-06-04,2025-06-21,True,True,joined_late,2025-06-21,10,hypothesis_generation
CAND-01772,APP-01833,REQ-00183,CLI-010,REC-009,Receptionist,Administrative/Professional,Dallas,TX,hybrid,W2 Contract,3.0,career_site,,24.06,2024-10-10,2024-10-31,2024-11-08,2024-11-09,2024-12-13,2024-12-13,True,True,joined_on_time,2024-12-13,0,hypothesis_generation
CAND-01773,APP-01834,REQ-00204,CLI-011,REC-018,Forklift Operator,Light Industrial,Tampa,FL,onsite,Direct Hire,6.0,referral,19.9,22.05,2024-10-11,2024-10-14,2024-10-26,2024-10-27,2024-11-09,2024-12-03,True,True,joined_late,2024-12-03,13,discovery
CAND-01774,APP-01835,REQ-00169,CLI-002,REC-002,Medical Assistant,Healthcare,Tucson,AZ,onsite,Contract-to-Hire,2.0,job_board,41.96,47.44,2025-05-22,2025-06-11,2025-06-17,2025-06-23,2025-07-15,2025-07-15,True,True,joined_on_time,2025-07-15,7,discovery
CAND-01775,APP-01836,REQ-00128,CLI-010,REC-009,Customer Service Representative,Administrative/Professional,Houston,TX,hybrid,Direct Hire,4.0,job_board,16.82,18.87,2024-12-28,2025-01-16,2025-01-28,2025-02-03,2025-02-24,,True,False,declined_offer,2025-02-03,13,discovery
CAND-01776,APP-01837,REQ-00065,CLI-003,REC-003,Bookkeeper,Finance/Accounting,Indianapolis,IN,hybrid,Direct Hire,1.3,career_site,37.88,39.35,2024-07-21,2024-08-07,2024-08-15,2024-08-18,2024-08-27,2024-08-27,True,True,joined_on_time,2024-08-27,17,held_out_test
CAND-01777,APP-01838,REQ-00051,CLI-006,REC-014,Executive Assistant,Administrative/Professional,Milwaukee,WI,hybrid,W2 Contract,1.4,recruiter_sourced,19.9,18.58,2025-06-22,2025-07-07,2025-07-13,2025-07-16,2025-07-25,,True,True,accepted_no_show,2025-07-25,3,discovery
CAND-01778,APP-01839,REQ-00087,CLI-001,REC-015,Machine Operator,Light Industrial,Jacksonville,FL,onsite,Contract-to-Hire,7.0,recruiter_sourced,19.93,20.77,2025-03-04,2025-03-14,2025-03-17,2025-03-22,2025-03-27,2025-03-27,True,True,joined_on_time,2025-03-27,9,discovery
CAND-01779,APP-01840,REQ-00028,CLI-009,REC-001,Mechanical Engineer,Engineering,Jacksonville,FL,onsite,W2 Contract,2.4,recruiter_sourced,52.76,54.88,2024-09-15,2024-09-28,2024-10-12,2024-10-18,2024-11-03,2024-11-03,True,True,joined_on_time,2024-11-03,6,held_out_test
CAND-01780,APP-01841,REQ-00145,CLI-010,REC-009,Office Coordinator,Administrative/Professional,Orlando,FL,onsite,Contract-to-Hire,3.1,job_board,18.73,22.02,2024-09-08,2024-09-23,2024-09-26,2024-10-01,2024-10-10,2024-10-11,True,True,joined_on_time,2024-10-11,4,discovery
CAND-01781,APP-01842,REQ-00138,CLI-010,REC-017,Office Coordinator,Administrative/Professional,Nashville,TN,hybrid,Contract-to-Hire,4.4,recruiter_sourced,,20.09,2024-09-03,2024-09-23,2024-10-08,2024-10-14,2024-11-07,,True,True,rejected_by_client,2024-10-27,4,discovery
CAND-01782,APP-01843,REQ-00188,CLI-007,REC-005,Medical Assistant,Healthcare,Pittsburgh,PA,hybrid,W2 Contract,3.5,job_board,28.12,27.38,2024-04-30,2024-05-11,2024-05-15,2024-05-21,2024-06-16,2024-06-16,True,True,joined_on_time,2024-06-16,10,discovery
CAND-01783,APP-01844,REQ-00171,CLI-005,REC-013,Process Engineer,Engineering,Jacksonville,FL,onsite,Contract-to-Hire,2.8,staffing_event,38.83,42.54,2025-01-04,2025-01-13,2025-01-25,2025-01-29,2025-02-24,2025-02-24,True,True,joined_on_time,2025-02-24,2,discovery
CAND-01784,APP-01845,REQ-00123,CLI-009,REC-001,Process Engineer,Engineering,Kansas City,MO,onsite,W2 Contract,5.1,job_board,38.13,43.26,2024-11-03,2024-11-23,2024-11-25,2024-11-26,2024-12-20,2024-12-20,True,True,joined_on_time,2024-12-20,6,discovery
CAND-01785,APP-01846,REQ-00056,CLI-011,REC-012,Office Coordinator,Administrative/Professional,Austin,TX,onsite,Direct Hire,1.7,job_board,,16.83,2024-05-17,2024-05-23,2024-06-02,2024-06-07,2024-06-20,2024-06-20,True,True,joined_on_time,2024-06-20,1,hypothesis_generation
CAND-01786,APP-01847,REQ-00112,CLI-001,REC-015,Forklift Operator,Light Industrial,Pittsburgh,PA,onsite,Contract-to-Hire,3.4,career_site,16.63,16.18,2025-07-09,2025-07-30,2025-08-02,2025-08-05,2025-08-27,,True,False,declined_offer,2025-08-05,15,hypothesis_generation
CAND-01787,APP-01848,REQ-00089,CLI-008,REC-013,Software Engineer,IT/Technology,Houston,TX,hybrid,W2 Contract,4.6,recruiter_sourced,,58.01,2025-05-24,2025-06-12,2025-06-28,2025-07-04,2025-07-16,2025-07-16,True,True,joined_on_time,2025-07-16,15,discovery
CAND-01788,APP-01849,REQ-00051,CLI-006,REC-003,Executive Assistant,Administrative/Professional,Milwaukee,WI,hybrid,W2 Contract,1.4,career_site,20.41,20.47,2025-06-04,2025-06-24,2025-07-10,2025-07-11,2025-08-04,2025-08-03,True,True,joined_on_time,2025-08-03,16,hypothesis_generation
CAND-01789,APP-01850,REQ-00163,CLI-011,REC-003,Shipping/Receiving Clerk,Light Industrial,Orlando,FL,onsite,Direct Hire,1.9,reapply,,14.85,2024-06-21,2024-06-27,2024-07-02,2024-07-08,2024-07-24,2024-07-24,True,True,joined_on_time,2024-07-24,17,hypothesis_generation
CAND-01790,APP-01851,REQ-00096,CLI-003,REC-006,Accounts Payable Clerk,Finance/Accounting,Kansas City,MO,hybrid,Direct Hire,2.1,referral,27.65,31.99,2024-05-15,2024-05-20,2024-06-07,2024-06-10,2024-06-23,2024-06-24,True,True,joined_on_time,2024-06-24,14,discovery
CAND-01791,APP-01852,REQ-00217,CLI-001,REC-015,Shipping/Receiving Clerk,Light Industrial,St. Louis,MO,onsite,W2 Contract,1.9,job_board,18.71,19.96,2024-10-08,2024-10-26,2024-11-11,2024-11-11,2024-11-29,,True,True,withdrew_post_acceptance,2024-11-15,22,discovery
CAND-00223,APP-01853,REQ-00126,CLI-005,REC-013,Mechanical Engineer,Engineering,Austin,TX,onsite,W2 Contract,6.8,recruiter_sourced,33.95,36.58,2025-01-28,2025-02-13,2025-02-15,2025-02-16,2025-03-14,2025-03-21,True,True,joined_late,2025-03-21,6,discovery
CAND-01792,APP-01854,REQ-00103,CLI-007,REC-008,Phlebotomist,Healthcare,Chicago,IL,remote,W2 Contract,9.8,career_site,28.06,30.77,2024-09-15,2024-09-23,2024-10-02,2024-10-02,2024-10-31,2024-10-30,True,True,joined_on_time,2024-10-30,8,discovery
CAND-01793,APP-01855,REQ-00053,CLI-002,REC-011,Registered Nurse,Healthcare,Raleigh,NC,remote,1099,3.1,job_board,39.86,47.68,2024-06-19,2024-06-22,2024-06-25,2024-06-30,2024-07-27,,True,True,rejected_by_client,2024-07-16,8,hypothesis_generation
CAND-01794,APP-01856,REQ-00062,CLI-011,REC-003,Office Coordinator,Administrative/Professional,Houston,TX,hybrid,W2 Contract,18.9,job_board,,20.81,2025-06-20,2025-06-30,2025-07-04,2025-07-04,2025-08-02,,True,True,withdrew_post_acceptance,2025-07-20,15,held_out_test
CAND-01795,APP-01857,REQ-00137,CLI-009,REC-001,Electrical Engineer,Engineering,Philadelphia,PA,hybrid,W2 Contract,2.0,job_board,44.4,50.66,2024-09-16,2024-10-03,2024-10-05,2024-10-09,2024-11-07,2024-11-08,True,True,joined_on_time,2024-11-08,9,held_out_test
CAND-01796,APP-01858,REQ-00152,CLI-003,REC-009,Accounts Payable Clerk,Finance/Accounting,Houston,TX,hybrid,W2 Contract,3.4,recruiter_sourced,27.69,28.16,2024-05-23,2024-06-06,2024-06-10,2024-06-13,2024-06-29,,True,True,rejected_by_client,2024-06-18,7,discovery
CAND-01797,APP-01859,REQ-00164,CLI-011,REC-009,Shipping/Receiving Clerk,Light Industrial,St. Louis,MO,onsite,Direct Hire,4.7,referral,19.25,19.32,2024-03-24,2024-04-09,2024-04-14,2024-04-14,2024-05-11,,True,True,rejected_by_client,2024-05-11,11,discovery
CAND-01798,APP-01860,REQ-00119,CLI-009,REC-004,Manufacturing Engineer,Engineering,Kansas City,MO,onsite,Direct Hire,1.1,recruiter_sourced,39.67,45.35,2025-03-03,2025-03-12,2025-03-15,2025-03-18,2025-03-25,,True,False,declined_offer,2025-03-18,14,discovery
CAND-01799,APP-01861,REQ-00217,CLI-001,REC-012,Shipping/Receiving Clerk,Light Industrial,St. Louis,MO,onsite,W2 Contract,5.9,job_board,,15.71,2024-10-04,2024-10-08,2024-10-11,2024-10-15,2024-10-31,2024-10-31,True,True,joined_on_time,2024-10-31,8,hypothesis_generation
CAND-01800,APP-01862,REQ-00029,CLI-009,REC-016,Mechanical Engineer,Engineering,Houston,TX,onsite,W2 Contract,6.9,recruiter_sourced,49.0,50.43,2024-03-14,2024-04-03,2024-04-05,2024-04-05,2024-04-25,,True,True,withdrew_post_acceptance,2024-04-20,15,held_out_test
CAND-01801,APP-01863,REQ-00088,CLI-004,REC-001,DevOps Engineer,IT/Technology,Tampa,FL,onsite,1099,1.0,job_board,35.71,39.84,2024-03-04,2024-03-25,2024-03-27,2024-03-27,2024-05-01,,True,False,declined_offer,2024-03-27,11,discovery
CAND-01802,APP-01864,REQ-00197,CLI-004,REC-001,Systems Administrator,IT/Technology,Kansas City,MO,remote,W2 Contract,4.7,referral,41.13,50.89,2025-06-10,2025-06-15,2025-06-20,2025-06-21,2025-07-17,,True,True,accepted_no_show,2025-07-17,4,discovery
CAND-01803,APP-01865,REQ-00137,CLI-009,REC-016,Electrical Engineer,Engineering,Philadelphia,PA,hybrid,W2 Contract,12.4,recruiter_sourced,32.34,31.65,2024-10-09,2024-10-24,2024-11-10,2024-11-11,2024-11-25,,True,False,declined_offer,2024-11-11,13,hypothesis_generation
CAND-01804,APP-01866,REQ-00116,CLI-009,REC-007,Electrical Engineer,Engineering,Tampa,FL,hybrid,1099,9.1,reapply,42.28,47.39,2025-06-23,2025-06-29,2025-07-16,2025-07-16,2025-08-13,2025-08-13,True,True,joined_on_time,2025-08-13,24,held_out_test
CAND-01805,APP-01867,REQ-00020,CLI-011,REC-012,Administrative Assistant,Administrative/Professional,Charlotte,NC,onsite,Contract-to-Hire,3.9,job_board,20.62,20.65,2024-10-30,2024-11-03,2024-11-09,2024-11-15,2024-11-26,,True,True,accepted_no_show,2024-11-26,6,discovery
CAND-01806,APP-01868,REQ-00230,CLI-003,REC-006,Financial Analyst,Finance/Accounting,Houston,TX,hybrid,W2 Contract,3.7,job_board,36.76,39.22,2025-01-07,2025-01-14,2025-01-26,2025-01-27,2025-02-11,,True,True,withdrew_post_acceptance,2025-02-11,0,hypothesis_generation
CAND-01807,APP-01869,REQ-00101,CLI-011,REC-006,General Laborer,Light Industrial,Chicago,IL,onsite,Contract-to-Hire,12.8,referral,15.85,16.45,2025-02-21,2025-03-05,2025-03-21,2025-03-27,2025-04-15,2025-04-15,True,True,joined_on_time,2025-04-15,0,discovery
CAND-01808,APP-01870,REQ-00017,CLI-011,REC-006,General Laborer,Light Industrial,Columbus,OH,onsite,W2 Contract,5.3,referral,14.03,15.04,2025-04-08,2025-04-14,2025-04-23,2025-04-24,2025-05-18,2025-05-18,True,True,joined_on_time,2025-05-18,11,discovery
CAND-01809,APP-01871,REQ-00030,CLI-006,REC-015,Administrative Assistant,Administrative/Professional,Indianapolis,IN,hybrid,Direct Hire,10.9,job_board,,23.34,2024-09-16,2024-09-23,2024-10-03,2024-10-05,2024-11-04,,True,True,accepted_no_show,2024-11-04,12,discovery
CAND-01810,APP-01872,REQ-00181,CLI-010,REC-003,Data Entry Clerk,Administrative/Professional,Jacksonville,FL,hybrid,W2 Contract,4.5,job_board,17.91,20.89,2024-02-04,2024-02-17,2024-02-21,2024-02-22,2024-03-27,,True,True,accepted_no_show,2024-03-27,11,discovery
CAND-01811,APP-01873,REQ-00227,CLI-011,REC-018,HR Coordinator,Administrative/Professional,Indianapolis,IN,onsite,W2 Contract,2.2,reapply,,19.98,2024-11-28,2024-12-09,2024-12-26,2024-12-30,2025-01-18,,True,False,declined_offer,2024-12-30,14,held_out_test
CAND-01812,APP-01874,REQ-00129,CLI-010,REC-006,Administrative Assistant,Administrative/Professional,Houston,TX,hybrid,Direct Hire,6.0,staffing_event,,23.5,2024-02-20,2024-03-10,2024-03-28,2024-03-30,2024-04-16,,True,True,withdrew_post_acceptance,2024-04-14,7,discovery
CAND-01813,APP-01875,REQ-00111,CLI-006,REC-012,Senior Accountant,Finance/Accounting,Orlando,FL,hybrid,Direct Hire,11.5,staffing_event,,34.22,2024-08-17,2024-08-23,2024-08-26,2024-08-29,2024-09-14,2024-09-15,True,True,joined_on_time,2024-09-15,5,discovery
CAND-01814,APP-01876,REQ-00042,CLI-008,REC-013,Data Analyst,IT/Technology,Tampa,FL,hybrid,W2 Contract,2.7,recruiter_sourced,55.57,52.67,2024-09-29,2024-10-20,2024-11-07,2024-11-13,2024-12-11,2024-12-11,True,True,joined_on_time,2024-12-11,13,discovery
CAND-01815,APP-01877,REQ-00043,CLI-008,REC-004,Data Analyst,IT/Technology,Memphis,TN,hybrid,Contract-to-Hire,4.0,job_board,49.71,59.21,2024-04-12,2024-04-28,2024-05-08,2024-05-11,2024-05-19,2024-05-20,True,True,joined_on_time,2024-05-20,3,held_out_test
CAND-01816,APP-01878,REQ-00001,CLI-004,REC-013,Software Engineer,IT/Technology,Atlanta,GA,remote,W2 Contract,2.9,recruiter_sourced,39.54,38.63,2024-05-15,2024-05-22,2024-05-24,2024-05-25,2024-06-05,2024-06-05,True,True,joined_on_time,2024-06-05,7,held_out_test
CAND-01817,APP-01879,REQ-00042,CLI-008,REC-016,Data Analyst,IT/Technology,Tampa,FL,hybrid,W2 Contract,5.4,career_site,30.92,37.05,2024-09-11,2024-09-24,2024-09-26,2024-09-27,2024-10-30,2024-10-30,True,True,joined_on_time,2024-10-30,23,discovery
CAND-01818,APP-01880,REQ-00226,CLI-006,REC-003,Bookkeeper,Finance/Accounting,St. Louis,MO,hybrid,W2 Contract,6.1,job_board,20.97,24.3,2025-04-22,2025-05-07,2025-05-23,2025-05-24,2025-06-20,2025-06-19,True,True,joined_on_time,2025-06-19,14,discovery
CAND-01819,APP-01881,REQ-00030,CLI-006,REC-015,Administrative Assistant,Administrative/Professional,Indianapolis,IN,hybrid,Direct Hire,1.4,staffing_event,18.53,19.77,2024-09-17,2024-09-23,2024-10-07,2024-10-13,2024-10-17,2024-10-16,True,True,joined_on_time,2024-10-16,8,hypothesis_generation
CAND-01820,APP-01882,REQ-00117,CLI-004,REC-010,Data Analyst,IT/Technology,Tucson,AZ,remote,Contract-to-Hire,3.4,job_board,52.26,56.22,2024-04-09,2024-04-27,2024-05-05,2024-05-08,2024-06-07,,True,True,accepted_no_show,2024-06-07,3,hypothesis_generation
CAND-01821,APP-01883,REQ-00108,CLI-007,REC-004,Phlebotomist,Healthcare,Philadelphia,PA,onsite,W2 Contract,5.6,referral,24.57,27.55,2025-03-31,2025-04-04,2025-04-18,2025-04-18,2025-05-15,,True,True,withdrew_post_acceptance,2025-05-14,19,held_out_test
CAND-01822,APP-01884,REQ-00117,CLI-004,REC-013,Data Analyst,IT/Technology,Tucson,AZ,remote,Contract-to-Hire,8.1,career_site,,58.27,2024-03-05,2024-03-25,2024-04-09,2024-04-12,2024-04-27,2024-04-27,True,True,joined_on_time,2024-04-27,9,discovery
CAND-01823,APP-01885,REQ-00008,CLI-001,REC-003,Shipping/Receiving Clerk,Light Industrial,Houston,TX,onsite,W2 Contract,2.2,recruiter_sourced,18.97,20.38,2024-12-04,2024-12-14,2024-12-29,2024-12-29,2025-01-11,2025-01-11,True,True,joined_on_time,2025-01-11,13,hypothesis_generation
CAND-01824,APP-01886,REQ-00076,CLI-005,REC-008,Machine Operator,Light Industrial,Jacksonville,FL,onsite,Direct Hire,1.5,recruiter_sourced,17.56,18.8,2024-04-30,2024-05-05,2024-05-18,2024-05-23,2024-06-05,2024-06-18,True,True,joined_late,2024-06-18,26,hypothesis_generation
CAND-01825,APP-01887,REQ-00118,CLI-006,REC-006,Accounts Payable Clerk,Finance/Accounting,Memphis,TN,onsite,1099,2.2,referral,31.71,31.76,2024-05-18,2024-05-21,2024-05-25,2024-05-27,2024-06-10,2024-06-23,True,True,joined_late,2024-06-23,10,discovery
CAND-01826,APP-01888,REQ-00210,CLI-008,REC-010,QA Tester,IT/Technology,Indianapolis,IN,hybrid,Direct Hire,2.9,recruiter_sourced,,38.95,2025-01-30,2025-02-10,2025-02-21,2025-02-25,2025-03-25,2025-03-25,True,True,joined_on_time,2025-03-25,9,held_out_test
CAND-01827,APP-01889,REQ-00085,CLI-008,REC-004,DevOps Engineer,IT/Technology,Memphis,TN,onsite,Direct Hire,2.7,referral,50.02,48.24,2025-02-07,2025-02-27,2025-03-05,2025-03-07,2025-04-04,,True,True,accepted_no_show,2025-04-04,29,discovery
CAND-01828,APP-01890,REQ-00092,CLI-011,REC-018,Data Entry Clerk,Administrative/Professional,Houston,TX,onsite,Direct Hire,4.2,referral,14.44,16.42,2024-03-04,2024-03-11,2024-03-20,2024-03-24,2024-04-13,2024-04-14,True,True,joined_on_time,2024-04-14,7,discovery
CAND-01829,APP-01891,REQ-00043,CLI-008,REC-013,Data Analyst,IT/Technology,Memphis,TN,hybrid,Contract-to-Hire,5.4,job_board,,48.41,2024-03-29,2024-04-05,2024-04-08,2024-04-12,2024-04-29,2024-04-30,True,True,joined_on_time,2024-04-30,0,discovery
CAND-01830,APP-01892,REQ-00022,CLI-009,REC-008,Civil Engineer,Engineering,Phoenix,AZ,remote,1099,3.3,recruiter_sourced,31.96,34.48,2024-02-19,2024-02-29,2024-03-13,2024-03-18,2024-03-29,2024-04-14,True,True,joined_late,2024-04-14,18,discovery
CAND-01831,APP-01893,REQ-00029,CLI-009,REC-007,Mechanical Engineer,Engineering,Houston,TX,onsite,W2 Contract,2.5,job_board,40.34,47.51,2024-02-08,2024-02-14,2024-02-20,2024-02-24,2024-03-23,,True,True,withdrew_post_acceptance,2024-03-06,11,discovery
